user_id,phone_number,joined_date,last_login,is_active,is_admin
84,327-878-8773x8871,2022-09-04T08:46:09.993544,2024/07/16 13:03:42,false,TRUE
85,001-625-481-5421x93072,2021-03-19T06:32:51.509641,2024/01/15 00:32:55,false,FALSE
86,(576)477-8427x85463,2024-10-03T16:08:40.487929,2024/11/04 00:55:12,false,FALSE
87,776.705.2445,2020-02-16T13:13:25.113288,2024/09/20 00:01:46,false,TRUE
88,781.947.6783,2023-10-23T17:26:10.522152,2024/10/23 23:03:17,TRUE,FALSE
89,732-791-6127x2776,2024-05-10T11:09:27.653809,2024/09/13 10:44:40,false,TRUE
90,+1-552-554-1843,2024-09-25T17:00:22.754075,2024/06/02 23:30:59,TRUE,FALSE
91,7096850576,2023-09-18T12:44:36.395911,2024/03/27 23:23:55,FALSE,TRUE
92,465.797.0406,2023-07-19T01:36:12.172904,2024/03/26 05:11:19,false,FALSE
93,+1-811-707-4247x8966,2021-03-23T17:24:04.342554,2024/04/21 06:04:35,FALSE,TRUE
94,307.791.7235x17842,2021-12-18T09:05:38.057672,2024/03/01 01:07:32,true,true
95,374-450-9641x624,2024-04-11T13:03:49.328848,2024/05/26 05:19:27,true,false
96,+1-743-479-4827,2021-08-03T10:42:33.344989,2024/07/07 15:13:22,FALSE,FALSE
97,(678)201-1596,2022-05-12T04:43:26.248722,2024/06/28 20:00:03,FALSE,false
98,(818)206-3655x3244,2023-10-15T05:41:36.284783,2024/08/11 05:46:15,TRUE,FALSE
99,638.658.7209x71997,2021-02-25T10:26:03.961554,2024/05/09 20:07:19,FALSE,FALSE
100,602-517-7282,2021-06-30T20:28:21.355037,2024/04/20 18:48:51,true,false
101,215-917-4185x4326,2021-02-16T04:15:58.710271,2024/10/06 20:41:49,TRUE,true
102,326.449.6827,2024-04-01T06:48:51.501820,2024/10/03 11:54:21,true,false
103,876.544.9571,2020-12-09T19:32:23.174519,2024/10/28 02:26:40,FALSE,false
104,(403)216-2472x797,2022-08-01T14:32:15.892506,2024/06/03 08:39:57,TRUE,false
105,001-985-797-9810x3311,2022-10-06T13:27:08.789284,2024/10/01 05:59:47,TRUE,TRUE
106,742.580.8984x44299,2024-08-23T07:06:30.325948,2024/05/21 13:55:27,false,false
107,(284)929-8620x49890,2023-06-23T08:04:12.416754,2024/08/18 11:37:05,FALSE,TRUE
108,518.581.6791x8050,2023-05-27T12:34:26.828320,2024/01/19 00:48:03,false,false
109,(740)556-7489,2020-02-25T17:15:19.835874,2024/03/20 07:09:17,true,false
110,001-297-674-4082x851,2020-02-07T17:23:34.774918,2024/04/08 12:09:16,false,FALSE
111,(694)923-2882x5384,2023-07-04T02:01:29.931772,2024/03/23 14:36:09,TRUE,true
112,001-951-238-3713,2020-03-22T06:22:47.902404,2024/03/18 11:46:18,true,TRUE
113,001-396-593-3373x50890,2023-03-02T17:47:03.866229,2024/04/07 14:34:36,TRUE,false
114,001-748-247-4220,2021-03-09T10:59:16.032421,2024/08/31 07:20:59,FALSE,false
115,(948)448-8348x770,2020-05-15T18:53:16.902253,2024/05/19 06:59:13,true,true
116,001-408-676-4994x610,2020-05-23T03:59:14.755865,2024/07/21 06:45:44,TRUE,false
117,525-948-2310x04279,2024-07-15T01:35:28.464088,2024/01/31 02:06:48,true,TRUE
118,001-673-933-0185x964,2024-06-28T13:32:12.448845,2024/06/25 16:52:18,TRUE,FALSE
119,(803)559-7183x2030,2021-07-05T13:19:05.053449,2024/01/26 02:22:16,true,true
120,+1-697-745-1826x4855,2021-11-23T11:04:04.176253,2024/07/24 20:48:12,TRUE,true
121,888-588-8371,2020-08-05T09:54:14.359039,2024/05/15 00:02:58,FALSE,FALSE
122,001-450-578-2041x47811,2022-10-19T07:28:23.319427,2024/08/05 23:53:49,TRUE,false
123,343.877.8299x84997,2023-07-26T10:51:14.632918,2024/06/18 22:37:00,true,true
124,9759075122,2023-08-04T15:00:30.203285,2024/03/29 14:12:26,TRUE,true
125,(548)783-6936x397,2022-03-19T07:30:24.439466,2024/06/26 11:05:59,FALSE,false
126,(455)989-2210x291,2023-08-08T01:07:10.967561,2024/04/17 09:57:31,TRUE,FALSE
127,365.751.6321x5998,2021-07-07T18:34:48.615375,2024/02/02 07:40:40,TRUE,true
128,001-467-918-8892x29839,2023-09-28T10:28:05.062586,2024/02/23 14:41:44,false,false
129,665-296-2626x5695,2020-08-23T23:34:53.775777,2024/02/05 08:13:47,TRUE,TRUE
130,(238)412-1202,2023-03-10T04:03:59.747073,2024/06/18 02:12:06,FALSE,false
131,001-918-973-6794x873,2022-01-15T00:36:45.291524,2024/03/27 09:29:06,true,true
132,642.348.0066x442,2020-04-19T16:15:45.382833,2024/02/18 06:58:46,TRUE,TRUE
133,+1-731-936-8384x3219,2022-11-30T06:35:10.478698,2024/10/18 15:48:21,FALSE,TRUE
134,+1-324-956-2231x233,2020-04-10T18:21:06.857010,2024/01/27 15:27:47,true,FALSE
135,(841)910-5260,2021-09-23T05:37:48.512467,2024/04/12 07:20:12,TRUE,true
136,643-254-4652,2024-10-13T05:34:06.272090,2024/07/09 00:38:45,false,false
137,001-828-922-6346,2024-05-01T20:11:07.738007,2024/10/18 18:48:53,true,false
138,(471)874-1424,2024-04-13T02:57:16.898383,2024/05/12 10:45:23,FALSE,FALSE
139,+1-232-791-5977,2020-06-30T05:40:39.996440,2024/05/18 13:51:21,TRUE,FALSE
140,327.937.8262x743,2020-08-20T05:55:13.426018,2024/02/06 06:59:53,false,false
141,418-534-1544,2024-04-19T22:38:08.550359,2024/09/03 20:02:39,false,TRUE
142,(633)948-4144x172,2024-09-24T15:09:26.144198,2024/08/31 19:31:14,FALSE,FALSE
143,544.707.2542,2024-10-03T17:57:36.498889,2024/08/31 02:59:26,TRUE,TRUE
144,2027068460,2023-10-01T13:42:11.491148,2024/06/25 21:41:02,false,true
145,218.249.5991,2020-01-29T00:41:09.594980,2024/02/15 03:08:47,TRUE,false
146,+1-394-371-3193x51018,2023-12-29T16:18:04.686119,2024/02/17 16:07:08,TRUE,TRUE
147,+1-246-766-2791x401,2024-03-24T22:15:04.541586,2024/06/22 04:30:38,false,false
148,001-377-556-6772x9836,2021-01-18T02:20:29.240916,2024/08/16 00:08:12,false,true
149,+1-711-618-8651x6082,2020-08-11T13:00:26.713054,2024/05/25 05:48:36,true,FALSE
150,(686)624-0619,2024-06-06T18:33:21.011221,2024/10/31 15:13:36,false,FALSE
151,001-551-591-2501x572,2022-04-03T06:13:22.089783,2024/11/08 23:41:44,true,TRUE
152,001-914-546-7686,2023-03-07T22:58:17.649811,2024/09/23 14:09:14,true,FALSE
153,+1-367-579-6541,2021-05-20T04:37:08.438543,2024/11/21 18:04:37,TRUE,false
154,431.767.1805,2020-05-05T04:47:37.319282,2024/11/11 17:54:32,false,false
155,(917)907-6561,2021-09-26T12:36:25.071546,2024/07/29 16:52:49,TRUE,FALSE
156,843.460.7664x77569,2022-01-27T10:54:39.806067,2024/10/30 14:03:24,true,TRUE
157,(521)548-0240x720,2020-11-17T09:33:06.860682,2024/08/06 21:18:10,false,false
158,+1-849-513-2500x55705,2022-04-15T01:33:37.498947,2024/08/20 08:23:33,false,true
159,+1-376-427-6995,2023-04-10T13:18:36.507297,2024/06/27 12:47:43,TRUE,TRUE
160,+1-994-795-3756x659,2022-12-27T02:17:37.810062,2024/07/29 12:40:35,TRUE,true
161,834.745.6146x6797,2024-05-04T16:40:12.144502,2024/05/05 16:46:01,FALSE,TRUE
162,+1-902-437-8240x70360,2020-05-02T13:46:16.531977,2024/02/29 08:36:02,TRUE,TRUE
163,434.408.9528,2024-02-07T16:16:15.422760,2024/01/13 01:55:51,false,TRUE
164,5809632943,2023-07-23T14:18:57.499364,2024/01/17 21:24:37,false,true
165,373-759-2263x98184,2024-02-02T14:16:40.878241,2024/10/18 23:01:30,false,FALSE
166,877.955.5932,2024-01-18T13:55:39.025561,2024/10/16 00:00:31,FALSE,FALSE
167,001-445-539-4976x960,2022-12-02T02:17:46.091552,2024/02/16 13:04:29,true,TRUE
168,5548632404,2021-08-14T12:10:31.931405,2024/01/31 06:08:26,true,FALSE
169,001-559-216-8291x645,2023-08-24T21:54:54.061886,2024/08/14 22:13:02,FALSE,false
170,386.442.4089x122,2021-06-07T18:33:39.575504,2024/01/19 03:30:40,TRUE,true
171,001-255-336-3322x2030,2020-12-13T18:39:44.019277,2024/06/04 16:35:34,FALSE,false
172,+1-852-774-2830x4182,2022-12-31T03:35:29.816265,2024/07/30 13:11:40,FALSE,true
173,001-673-693-0827,2024-05-05T10:33:15.579961,2024/09/19 11:54:36,FALSE,FALSE
174,+1-422-735-7029x297,2021-08-24T22:24:14.350354,2024/03/17 21:13:42,false,FALSE
175,894.936.7482,2022-12-17T05:39:19.211091,2024/05/04 07:05:46,true,false
176,301.446.6093x8068,2022-03-31T11:33:31.519317,2024/07/15 09:37:31,FALSE,false
177,899-321-4487,2020-12-19T15:55:43.892580,2024/02/06 13:24:43,FALSE,false
178,290.835.7225x92090,2024-04-27T00:23:12.395297,2024/03/03 17:46:32,false,true
179,(444)746-8942x056,2024-07-02T12:39:05.458452,2024/08/05 19:49:52,FALSE,true
180,2767588072,2024-04-21T07:39:11.032932,2024/02/15 22:34:41,FALSE,false
181,(467)520-5811,2023-02-09T16:58:53.374905,2024/01/01 09:24:20,false,TRUE
182,(657)229-1644x4883,2023-11-02T07:53:15.811141,2024/04/16 04:46:46,TRUE,false
183,(479)577-4001x3581,2024-05-25T23:58:25.593439,2024/09/05 04:38:27,true,false
184,001-268-562-8747x86373,2022-06-26T23:13:26.035720,2024/06/07 00:24:05,TRUE,true
185,001-981-712-2354x0878,2022-04-22T03:22:44.912317,2024/11/23 09:45:48,false,FALSE
186,+1-428-493-7635x4794,2022-10-13T07:00:33.584472,2024/08/31 11:31:18,FALSE,TRUE
187,8164622766,2023-07-03T11:25:29.405112,2024/03/23 18:08:17,true,true
188,(651)362-2253x7836,2022-08-06T18:28:43.028646,2024/01/03 14:49:17,TRUE,TRUE
189,001-224-298-7156x879,2023-11-14T19:59:11.020263,2024/02/18 19:51:35,true,FALSE
190,7086990808,2021-05-13T14:36:30.477617,2024/05/29 14:12:44,false,false
191,7089175931,2023-11-08T21:26:38.841520,2024/08/20 17:33:38,TRUE,false
192,838-768-9545,2020-03-25T09:54:35.885470,2024/04/04 21:23:05,true,true
193,001-969-701-7486x657,2023-05-15T20:19:51.590988,2024/08/24 16:51:18,TRUE,FALSE
194,401-614-1009x2269,2021-09-08T09:27:59.312835,2024/08/08 01:28:29,false,true
195,+1-963-916-7043,2023-08-23T18:28:03.682806,2024/08/31 19:00:11,FALSE,FALSE
196,8896860338,2024-10-29T12:46:52.754652,2024/08/05 00:31:33,FALSE,TRUE
197,+1-570-521-1350,2020-11-19T17:02:47.717132,2024/06/15 02:36:28,false,FALSE
198,296-705-6833,2023-02-11T05:48:07.562578,2024/07/06 11:30:37,true,true
199,6169845707,2021-08-09T13:53:42.842677,2024/02/12 18:08:35,TRUE,true
200,+1-752-943-0992x38982,2022-07-16T22:14:25.220656,2024/05/05 07:35:29,true,FALSE
201,(362)382-0009x84889,2021-02-13T03:11:34.254031,2024/08/18 01:06:59,TRUE,FALSE
202,(397)739-1906,2021-08-06T20:41:30.622724,2024/09/26 04:55:43,TRUE,false
203,302-926-6717,2024-03-18T01:04:11.057911,2024/10/18 00:42:32,true,true
204,618.485.4717x69009,2020-07-10T11:32:32.548873,2024/08/20 13:46:57,FALSE,false
205,638-278-4884,2022-08-25T22:45:52.598540,2024/04/18 08:00:37,true,false
206,(818)996-8016x56479,2024-11-02T16:01:28.587517,2024/07/09 10:55:34,TRUE,TRUE
207,(889)873-9489x10594,2020-02-11T14:04:06.908461,2024/02/10 04:39:24,false,true
208,001-401-393-6447x28304,2021-06-20T10:11:37.550014,2024/09/03 11:46:14,TRUE,TRUE
209,+1-693-981-3298x4613,2020-05-28T14:34:37.193980,2024/09/22 15:37:19,TRUE,FALSE
210,463.298.6322x6661,2021-02-26T11:32:39.887556,2024/09/23 22:20:01,TRUE,FALSE
211,(417)419-7730,2020-06-22T03:15:56.883749,2024/10/13 19:20:51,FALSE,FALSE
212,2443293877,2024-03-17T14:15:30.798312,2024/02/20 13:49:37,false,FALSE
213,+1-569-789-5207x62458,2023-02-18T09:09:59.330801,2024/02/13 21:42:00,true,false
214,(990)278-4753,2024-05-22T00:04:30.315463,2024/10/05 19:04:51,TRUE,true
215,6637710333,2022-04-29T05:24:04.510721,2024/10/04 06:27:42,TRUE,false
216,4309281602,2021-12-30T19:50:13.945114,2024/10/18 09:29:34,FALSE,true
217,+1-279-420-0529x6216,2020-10-25T03:34:03.573049,2024/02/16 10:47:20,FALSE,true
218,001-565-345-6671x777,2022-01-23T05:20:59.356912,2024/02/07 11:43:24,true,FALSE
219,(351)474-4601x1000,2022-10-25T07:59:09.732060,2024/08/18 15:09:03,TRUE,false
220,354-410-2391x6352,2023-10-05T14:15:25.447071,2024/04/23 01:46:30,TRUE,false
221,(222)466-9587x55821,2024-10-21T15:34:41.500230,2024/06/17 09:47:35,TRUE,TRUE
222,567-477-1228x1672,2024-06-02T04:27:42.572817,2024/05/23 11:05:22,TRUE,false
223,367-335-3870,2022-12-06T10:50:52.600034,2024/05/25 19:04:34,TRUE,TRUE
224,615.622.4890x31250,2020-02-25T11:11:22.402433,2024/03/06 05:52:44,false,false
225,001-642-642-4899,2023-03-29T08:23:32.551322,2024/10/16 17:32:07,false,FALSE
226,(542)297-4367x5651,2023-07-04T20:17:05.107360,2024/03/22 06:43:45,true,true
227,(336)526-1950,2020-08-02T10:03:56.911635,2024/07/21 01:51:16,TRUE,false
228,001-478-991-2781,2021-03-20T08:37:18.654660,2024/02/02 01:44:42,FALSE,TRUE
229,+1-844-915-0148x17240,2024-06-09T05:54:47.430548,2024/02/14 01:21:45,TRUE,true
230,+1-591-604-0837x6124,2022-09-17T04:04:59.165471,2024/07/06 17:28:57,TRUE,false
231,+1-492-988-4014x2252,2024-05-22T09:01:26.683617,2024/09/05 07:23:25,FALSE,true
232,470.656.0375x79258,2023-09-05T10:11:27.702621,2024/09/01 10:15:33,TRUE,false
233,456.864.6982x38552,2023-10-30T23:34:03.072196,2024/07/23 16:35:34,FALSE,FALSE
234,+1-474-216-6409,2023-07-24T23:24:53.881800,2024/10/24 06:26:32,true,false
235,(787)718-2155x66802,2024-08-02T11:08:41.389121,2024/09/19 08:25:51,FALSE,FALSE
236,6917595259,2024-04-03T12:29:49.091266,2024/02/04 09:39:15,FALSE,FALSE
237,001-645-669-5679,2024-10-12T03:21:46.915048,2024/07/08 11:46:10,true,false
238,958-229-2571x73094,2024-01-04T01:24:50.664215,2024/01/18 15:11:14,false,FALSE
239,001-940-499-9636x2052,2023-07-25T10:12:25.406374,2024/11/05 11:37:52,TRUE,TRUE
240,(875)553-4627x797,2023-09-08T23:19:29.109207,2024/09/30 11:12:32,false,false
241,662-998-7848,2023-01-26T22:13:28.687150,2024/03/07 14:07:12,false,true
242,861.256.0539,2022-06-29T09:52:02.451250,2024/05/29 01:08:34,TRUE,false
243,(989)514-6569x8125,2020-08-05T14:42:03.448809,2024/06/09 13:28:45,TRUE,false
244,647-911-8260,2020-07-08T02:13:15.327110,2024/05/10 19:51:26,TRUE,true
245,(569)525-6121x3668,2021-05-02T01:43:50.527848,2024/02/15 19:13:52,FALSE,TRUE
246,411-314-7563x4676,2020-09-14T23:03:15.682886,2024/04/25 10:57:46,true,true
247,884-352-1775,2021-10-19T09:02:10.816228,2024/09/13 04:19:12,true,false
248,2065885124,2020-04-16T16:36:21.997231,2024/05/14 03:27:35,TRUE,true
249,(936)616-7467,2024-11-12T23:57:35.178048,2024/03/11 18:26:52,false,true
250,001-260-932-8355x45893,2021-07-08T22:12:53.524632,2024/05/03 09:03:30,true,FALSE
251,+1-877-904-5885x18031,2021-04-08T01:58:09.166716,2024/02/10 02:06:22,false,TRUE
252,377-863-2533,2022-03-12T01:42:31.418732,2024/05/27 17:33:34,TRUE,true
253,633-636-2586,2020-07-27T20:18:28.074788,2024/04/24 09:24:25,TRUE,TRUE
254,001-554-260-6490,2020-10-10T19:20:44.101413,2024/06/07 12:44:09,FALSE,false
255,7423793436,2022-08-03T19:09:47.715867,2024/10/22 19:23:49,TRUE,true
256,(899)397-4963x0996,2021-08-20T16:43:13.822375,2024/05/12 16:54:58,TRUE,TRUE
257,428-280-5785,2023-08-15T11:11:42.933858,2024/05/21 00:43:01,FALSE,true
258,+1-387-621-8943x47966,2021-12-18T05:49:16.115312,2024/08/03 16:32:31,true,TRUE
259,658-792-7483,2024-07-10T10:59:16.999171,2024/09/13 00:08:30,FALSE,false
260,(794)472-0051x64932,2022-04-27T12:30:41.669622,2024/08/05 17:15:00,FALSE,TRUE
261,001-739-324-9913,2023-06-27T10:02:41.519728,2024/08/13 14:04:04,TRUE,TRUE
262,836.227.4400,2023-12-20T20:57:26.161559,2024/01/14 22:19:11,true,true
263,421.389.0817x0565,2024-05-03T12:36:45.580930,2024/09/25 16:59:17,true,true
264,(530)640-6122x78505,2023-08-19T09:24:44.384585,2024/07/22 16:10:33,true,true
265,693-790-1454,2023-10-10T21:18:29.109617,2024/08/26 09:31:12,FALSE,FALSE
266,661.574.8898x33006,2023-09-07T10:30:25.298882,2024/04/07 13:52:49,FALSE,TRUE
267,624-615-5027,2022-07-22T07:28:10.038354,2024/06/15 23:35:51,false,true
268,(805)572-2828x38311,2021-09-01T00:41:35.285607,2024/03/08 23:10:31,true,false
269,371.667.8485,2024-06-21T12:35:11.306738,2024/11/15 00:22:27,TRUE,false
270,790-231-3952x5443,2024-05-01T09:41:38.891788,2024/10/27 03:04:34,TRUE,true
271,+1-814-920-0379x718,2024-10-12T10:43:12.197444,2024/05/25 13:27:53,FALSE,TRUE
272,+1-214-697-9183x300,2022-03-17T10:05:49.812999,2024/09/07 06:07:47,true,FALSE
273,296.905.0525x3191,2022-08-09T10:30:07.881456,2024/02/22 11:58:44,true,true
274,269.574.2053x85140,2023-02-10T07:08:15.075021,2024/07/30 03:03:07,false,TRUE
275,5565122373,2023-04-09T13:19:37.763783,2024/08/04 21:14:26,TRUE,false
276,2663288830,2021-10-27T07:48:25.106051,2024/03/11 05:15:36,TRUE,false
277,337.866.4672x8817,2021-10-08T13:10:07.920494,2024/09/11 17:03:56,TRUE,false
278,711-651-2296x50580,2023-02-17T04:57:08.253205,2024/02/08 09:17:07,false,FALSE
279,480.204.7714,2022-03-08T11:02:15.951643,2024/07/06 01:06:30,false,TRUE
280,(334)286-9970x7301,2020-12-23T00:03:29.720311,2024/06/23 21:04:35,false,FALSE
281,615.266.5055,2021-12-28T16:24:08.061816,2024/04/01 11:04:37,false,FALSE
282,(554)725-3086x79311,2024-07-12T15:41:58.045938,2024/04/14 18:09:23,FALSE,FALSE
283,(486)203-2405,2023-12-10T05:45:27.060776,2024/07/18 09:27:41,TRUE,true
284,664.730.6420,2024-04-29T07:54:33.827591,2024/05/16 14:18:37,FALSE,true
285,354-583-1592,2022-04-03T12:22:30.553622,2024/09/23 18:47:13,TRUE,true
286,+1-533-940-4794,2020-12-28T21:45:17.971928,2024/07/29 06:07:05,FALSE,true
287,810.686.0369,2023-05-04T23:33:54.097968,2024/03/07 15:17:09,TRUE,false
288,001-664-327-1947x3703,2020-09-04T08:46:34.637102,2024/08/24 05:10:02,false,FALSE
289,001-591-785-9181x1081,2023-08-02T02:00:17.211747,2024/10/20 15:17:40,true,FALSE
290,429.847.3889,2022-01-30T16:22:53.980301,2024/01/17 00:27:19,FALSE,true
291,+1-458-357-0647x8995,2023-09-12T20:33:26.047285,2024/03/14 20:19:29,false,false
292,(372)611-1551x216,2020-02-15T14:05:34.682359,2024/06/14 13:26:57,true,false
293,(644)267-4176x390,2024-03-18T01:26:45.989735,2024/02/15 02:25:31,FALSE,true
294,7973965171,2022-02-18T07:57:26.680295,2024/02/24 13:00:57,true,TRUE
